,saved_runs_avg,score_avg
0,0.030542071197411,0.0
1,0.074359410430839,0.0
2,0.12316326530612244,0.0
3,0.16489533011272137,0.0
4,0.2286734693877551,0.0
5,0.2719596171802054,0.0
6,0.3299829931972789,0.0
7,0.38612244897959186,0.004761904761904762
8,0.4211881868131868,0.004807692307692308
9,0.46307823129251696,0.004761904761904762
10,0.4820226648351648,0.014423076923076924
11,0.54875173370319,0.024271844660194174
12,0.5854024943310657,0.0380952380952381
13,0.599390243902439,0.04878048780487805
14,0.6422357723577236,0.056910569105691054
15,0.6699489795918366,0.08888888888888888
16,0.6888888888888889,0.11428571428571428
17,0.7100510204081633,0.1492063492063492
18,0.7352850274725274,0.16506410256410253
19,0.7455498866213152,0.17857142857142858
20,0.7618931475029036,0.22195121951219512
21,0.7738095238095238,0.26666666666666666
22,0.7831179138321994,0.276984126984127
23,0.7667233560090703,0.3215873015873016
24,0.8016439909297051,0.3609523809523809
25,0.7915532879818594,0.396984126984127
26,0.7867110959216221,0.42886762360446573
27,0.795175736961451,0.46792517006802725
28,0.8008652729384436,0.5190011614401858
29,0.8131632653061226,0.5417460317460318
