,saved_runs_avg,score_avg
0,0.05073696145124717,0.0
1,0.08700680272108843,0.0
2,0.14568160597572363,0.0
3,0.20858843537414967,0.0
4,0.24789815447710184,0.0
5,0.3089512471655329,0.0
6,0.3518083900226757,0.0
7,0.40589569160997735,0.0047619047380952385
8,0.45430839002267576,0.0047619047380952385
9,0.4975962633857371,0.004784688971291866
10,0.5397732426303854,0.014285714214285714
11,0.5841211484593837,0.024509803799019608
12,0.6065192743764173,0.03491807972281734
13,0.6460260770975056,0.04444086517759766
14,0.680354294827979,0.05740763213085348
15,0.6905337014032666,0.09339531993434286
16,0.7332426303854875,0.11427325394097464
17,0.7490929705215419,0.14601810017865058
18,0.7621882086167799,0.15951250790125965
19,0.7808049886621315,0.1817228613369615
20,0.7989172335600906,0.23012802223578674
21,0.8087528344671202,0.25040392326697125
22,0.8291383219954648,0.2932587922551593
23,0.8017202096149464,0.3225527733759195
24,0.8208333333333333,0.35750633302400775
25,0.8351587301587302,0.4090761137030002
26,0.8358843537414966,0.45523654904773303
27,0.8414342403628118,0.49347713797689524
28,0.8438915857605178,0.5235709039050459
29,0.851731078904992,0.5807154198843304
