,saved_runs_avg,score_avg
0,-16.29807663097137,0.01864452442139853
1,-12.037843915343915,0.017501953451230512
2,-9.463902116402116,0.01580694432133633
3,-8.038822751322751,0.01436507208626749
4,-5.0154512690744575,0.015636782055623282
5,-3.7175283446712024,0.014637290258909844
6,-2.236291486291486,0.012870148369715674
7,-0.5497258645809371,0.011395110509920574
8,-0.04280801209372639,0.010841311068743474
9,-0.07863189720332575,0.009548443184782924
10,0.06654265873015873,0.00931670148652754
11,0.46011148904006044,0.0077496689685117425
12,0.5910487528344671,0.007300133155606988
13,0.4838183421516754,0.007267958527716203
14,0.5335468631897203,0.00573744019623766
15,0.6144727891156463,0.005828526865077486
16,0.61401171579743,0.005476896608581924
17,0.618416477702192,0.004794854186759786
18,0.6194331065759636,0.004219538229434401
19,0.6024697656840513,0.003560948587376724
20,0.626333720480062,0.0034509889535543035
21,0.6045951230733839,0.003030683065402216
22,0.5876167691957166,0.0027759993102949606
23,0.615088813303099,0.002712703246235886
24,0.6256056808688386,0.002396480510418196
25,0.6185286935286934,0.0025758981539081224
26,0.6084826152683296,0.002109415857173216
27,0.6147656840513984,0.001905732873601735
28,0.6159477800782149,0.001922533295015671
29,0.6186848072562356,0.0018979982140555174
