,saved_runs_avg,score_avg
0,-20.088775510204083,0.0
1,-14.895198412698413,0.0
2,-12.466609977324264,0.0
3,-10.059897959183672,0.0
4,-6.4373696145124715,0.0
5,-4.965992063492063,0.0
6,-3.20093537414966,0.0
7,-0.7831916099773244,0.0047619047380952385
8,-0.4623299319727891,0.0047619047380952385
9,-0.2958843537414966,0.0047619047380952385
10,-0.07151927437641727,0.014285714214285714
11,0.5749773242630385,0.02379944558516004
12,0.7427437641723357,0.03808515979944576
13,0.5202494331065759,0.04760896927563624
14,0.7024773242630385,0.06664177309982627
15,0.7897789115646259,0.09522245693123907
16,0.7904024943310658,0.12377981752163623
17,0.7941439909297051,0.1618581491719882
18,0.7985090702947846,0.1761438633862739
19,0.8013435374149659,0.20470516979445308
20,0.7998979591836735,0.26655939088460984
21,0.8018537414965986,0.3284215238475759
22,0.8016269841269842,0.37121572250702706
23,0.8002947845804987,0.4473450812438976
24,0.803611111111111,0.4996293603030853
25,0.8033843537414966,0.566228818285208
26,0.8028458049886621,0.6612924542620402
27,0.8053968253968253,0.8275456400709396
28,0.8057369614512471,0.8940541367140445
29,0.8076814058956916,0.927294926004278
